,0,1,2
47,(14.149429092555978+0j),(6.952169662687725+0j),(14.59640945492881-2.1948319463183443j)
48,(12.335197460963169+0j),(8.166783168560677+0j),(18.773618460520563-1.6384240846361853j)
49,(13.642998862375382+0j),(5.638632301533434+0j),(16.041485618582364+1.7229821874485163j)
50,(8.9888223516528+0j),(11.752386021783424+0j),(14.006527005250739+0.45428684414285947j)
51,(15.064578791361072+0j),(7.1343702896751084+0j),(13.2341465421808+0.8848636564743388j)
52,(10.904876206179546+0j),(9.054657933558639+0j),(11.4076615738877+2.2855719733880377j)
53,(12.739017217919223+0j),(11.655961378088309+0j),(10.45005051107469-1.3104999079271258j)
54,(6.8573976087395625+0j),(8.295236419425345+0j),(9.480753609341328-0.13669681994175162j)
55,(11.434985171529478+0j),(10.849054641245889+0j),(8.22139252249499-3.8229604611846533j)
56,(15.694636820592901+0j),(8.018379362079052+0j),(7.412332328392477-1.5759465176606868j)
57,(13.898684304382495+0j),(3.591039620780857+0j),(13.637877691738286-0.3641294897797508j)
58,(9.886855592831402+0j),(6.46181926349526+0j),(8.028976891309703-3.4391529437058823j)
59,(9.058904786354315+0j),(6.59646561580512+0j),(8.488510974875405-2.0243660194102877j)
60,(9.661445101279982+0j),(8.402358404614265+0j),(6.789535912168776-5.064653488622457j)
61,(2.6232278927241484+0j),(15.296891801981227+0j),(8.585408643052133-0.7579114297834372j)
62,(-5.6036970337570144+0j),(9.710506907910464+0j),(14.963858135085454+5.172505408045111j)
63,(4.495624311104067+0j),(10.634006006246802+0j),(5.672273320156645-3.551929967010605j)
64,(6.036200297028376+0j),(10.74496236730876+0j),(16.029273950284132-3.789422605859277j)
65,(6.05240497772582+0j),(5.598589082805891+0j),(8.320809814823477-2.692767642635199j)
66,(13.942756026263481+0j),(7.61142314362601+0j),(5.782899847535184-5.000517891909972j)
67,(3.7593391672936676+0j),(2.451017133354118+0j),(10.126510082061312-2.013323045445155j)
68,(-4.3573968155346074+0j),(5.118710259576502+0j),(12.354860185209047-1.6267829225822676j)
69,(-6.161748744235435+0j),(5.357169168384318+0j),(16.568488552703066+4.018416984666439j)
70,(14.31771690255657+0j),(9.245862798757988+0j),(11.67174599377513-2.8682202787636903j)
71,(9.208608472339698+0j),(2.9018083907889722+0j),(7.633453988261691-2.832989519688848j)
72,(5.2752467202020785+0j),(10.011710886123124+0j),(5.134584559077399-7.594656014672507j)
73,(10.332479582572027+0j),(8.48337167312807+0j),(13.746366107072769-4.3700269196558645j)
74,(8.130268273282754+0j),(5.393658181237538+0j),(19.191137303362872-1.1325725017135315j)
75,(3.0957880778177564+0j),(10.845441402543475+0j),(6.030892162549313-3.528390294028747j)
76,(9.6456359261383+0j),(6.788087777313791+0j),(10.58471943007824-2.680095759525365j)
77,(8.716035121415109+0j),(14.230987527409308+0j),(6.905444244106922-0.07142701064401j)
78,(-6.4075479307520755+0j),(-0.4708684942729523+0j),(14.023605777006669+0.6337609529902055j)
79,(12.42463851131259+0j),(17.095250302503725+0j),(5.194166037756874-6.4992101453900775j)
80,(1.9045278473948106+0j),(3.4716406527747585+0j),(14.839489698650446+5.637279953957764j)
81,(9.835337405174622+0j),(-2.5911322664552863+0j),(7.229536170466596-5.185608125478638j)
82,(-7.140386606892347+0j),(-0.5753426426555227+0j),(19.594157203481732+3.9568848307119433j)
83,(-1.71117311455876+0j),(14.153193890040368+0j),(17.523388794024918-0.9091094317661391j)
84,(17.436230463968972+0j),(9.83062393269673+0j),(7.5965059970237325-1.159378789899654j)
85,(10.870717001644016+0j),(4.5354780481502655+0j),(6.275051687222516-4.8258193592875385j)
86,(6.793815620935685+0j),(7.357307807693636+0j),(8.145600320953267-2.4074745459867777j)
87,(2.839768852559266+0j),(13.64905986005741+0j),(8.094125511835452-2.2013850339599306j)
88,(9.853280080194756+0j),(4.078807292720601+0j),(8.083397613472517-3.0073941849886134j)
89,(-1.7917721278678969+0j),(14.581843408630883+0j),(10.110262744554788+1.0300142664221021j)
90,(3.9829379996338763+0j),(5.25050639621487+0j),(11.446290505706841-2.2250765683825158j)
91,(3.3206809684626033+0j),(5.185467243979255+0j),(9.716968974365862-1.87057294286967j)
92,(10.023292693910232+0j),(9.364670621117812+0j),(6.050506732847107-6.965992588690728j)
93,(1.6793016218839545+0j),(2.2030213021005256+0j),(12.479702396268184+0.743537468809955j)
94,(11.60977306695199+0j),(8.13245564348649+0j),(7.17791242860719-6.622668859365808j)
95,(14.721515070375679+0j),(13.883062007758591+0j),(6.470228321134515-6.088505741499978j)
96,(-8.931479664267217+0j),(4.374105329366726+0j),(14.278505092006169+3.8855379237552885j)
97,(5.273686583552648+0j),(6.0133456737865805+0j),(9.62399003365421-2.2691887384397824j)
98,(10.016436052494837+0j),(7.671256251842246+0j),(10.240770118966479-3.6487692347136136j)
99,(3.28662317947261+0j),(14.037996898144298+0j),(8.6736694732132-2.8620607454679967j)
100,(-2.0664959982734175+0j),(14.042964352993762+0j),(11.272379760033717+0.7942181776782584j)
101,(4.798876967591173+0j),(2.483325875858809+0j),(10.061289906315986-0.6485867350374717j)
102,(12.114065857391058+0j),(3.1578619769251337+0j),(5.971996426071451-8.900204241652522j)
103,(5.483694441274484+0j),(9.895589155037545+0j),(14.30182886705221-4.370703998432073j)
104,(6.475513758026284+0j),(5.1432277758554426+0j),(7.081109490943468+0.9653255398814785j)
105,(11.35988502569056+0j),(4.422418971948336+0j),(8.191903819957822-8.452018110795112j)
106,(-2.0986884579009843+0j),(7.934378941870693+0j),(15.189957360517234+0.10773799511247759j)
107,(7.58280224007028+0j),(11.902224103004905+0j),(11.055944910516985-2.893283877248295j)
108,(-1.8230092225228198+0j),(11.103274062658903+0j),(9.529036125703167-0.6362419658328169j)
109,(7.545586192642023+0j),(7.6906632203032546+0j),(8.712960423997423-5.681620380980149j)
110,(5.150054174560374+0j),(8.883188277772046+0j),(8.404952385295708-3.905816052667685j)
111,(6.646034918449729+0j),(8.805211349449534+0j),(11.906327265449766-5.96660829831964j)
112,(8.310524511375437+0j),(12.547208014940175+0j),(10.019145085054172-1.0564182522764394j)
113,(8.976288704243036+0j),(11.634179220552538+0j),(12.866653749934502-0.25243197101160386j)
114,(5.137740633128837+0j),(9.096935491543443+0j),(15.172224468994276+0.5319234187590459j)
115,(14.357382575893334+0j),(7.2928388889151465+0j),(6.465562661883471-4.750759396081082j)
116,(100.73334072909314+0j),(34.23632709453087+0j),(47.64277662717338-30.01340985078093j)
117,(6.698756110610667+0j),(5.836497356829098+0j),(5.23156111442368-2.0989962523295j)
118,(13.933914634181075+0j),(5.94999623893697+0j),(6.421254946929047-2.956985832276262j)
119,(3.410382436429076+0j),(7.83372770593533+0j),(5.772304787176389-4.625659301424836j)
120,(12.41585801880464+0j),(7.982881059820466+0j),(12.271189196275044-3.2994182097080302j)
121,(6.427699117210972+0j),(5.420681102195639+0j),(10.702412285256406+0.20488844466556896j)
122,(10.797538108981286+0j),(2.8895807540035183+0j),(6.8246319086973255-1.3046665920333587j)
123,(5.38163800144054+0j),(7.156439194891721+0j),(14.138677452609103+1.0587035595470031j)
124,(-3.8546748392660595+0j),(34.28281273261507+0j),(5.520811099804914+7.457979955291623j)
125,(-2.128626799710077+0j),(27.403358718251894+0j),(2.267309336679316+8.959237538031681j)
126,(2.025813141115684+0j),(20.29180074138189+0j),(3.512825834638786+5.165357811826226j)
127,(0.677336381513004+0j),(12.124085156811645+0j),(3.3083682844229156+2.95418697944681j)
128,(7.3043484189477015+0j),(11.735210935952217+0j),(4.607686907581912-0.6691400580837049j)
129,(-0.819414089333187+0j),(36.503782679089724+0j),(4.941401168203931+9.13331452511883j)
130,(11.226909141122773+0j),(-0.5297423071649869+0j),(10.816670118935086+0.9724281948959782j)
131,(8.090195989254942+0j),(11.613889408046052+0j),(12.418781940902075+3.4488956962696475j)
132,(1.108705255439149+0j),(7.930939542037419+0j),(9.4415343911213+4.198805049301194j)
133,(16.161521588579866+0j),(6.810811218961347+0j),(11.137769999609652+0.059785362679800336j)
134,(13.620461270763874+0j),(5.228504410424531+0j),(6.3279109273542264+0.37881578468419363j)
135,(8.859469139790574+0j),(9.120183530221425+0j),(5.835526531787614+0.10565959772645114j)
136,(-0.6384520109577188+0j),(6.217038270623189+0j),(2.401305065829718+2.065006177908942j)
137,(3.953064045053168+0j),(9.129781393663288+0j),(16.57916348782337+3.1538601662124703j)
138,(-4.006257952097295+0j),(1.22448707809504+0j),(12.595593195942206+4.83499708742277j)
139,(-1.064251131631383+0j),(8.472605663168508+0j),(5.148861560184185+0.08277035712057382j)
140,(-0.08728879869524803+0j),(17.67791176048828+0j),(3.6332596696703616+5.8544909864132935j)
141,(2.6755137458245453+0j),(17.483459916946927+0j),(1.930185406776725+2.1062368368382134j)
142,(7.960152866963779+0j),(6.07660872272839+0j),(6.371135537925563-2.063962790825091j)
143,(1.8660878753670642+0j),(31.507797842018018+0j),(16.39727593025365+4.022239360801322j)
144,(6.085737456764681+0j),(20.412649672219814+0j),(17.672897003467146+3.153405657141044j)
145,(11.104104539440257+0j),(9.378348324862776+0j),(12.196042002821313-2.5310915949637947j)
146,(9.66628543172761+0j),(9.969734812323143+0j),(10.396042554406005+1.864320869058556j)
147,(2.4580780889949785+0j),(5.309895120797725+0j),(11.852307343946809-3.973574722574363j)
148,(13.085557731082933+0j),(-1.6328627508050682+0j),(13.97500553058008+0.047063751593030695j)
149,(9.952743822603114+0j),(0.5446835459238145+0j),(13.188015904134927+0.9508213083809338j)
150,(8.245819733930611+0j),(3.4244613670141026+0j),(15.910129949174344-0.5072388716302276j)
151,(8.55474479909363+0j),(8.683992187735067+0j),(15.050621558164396-1.203160074023477j)
152,(5.6064363476359365+0j),(14.103754726381382+0j),(10.144129794793345+0.03376847756609122j)
153,(5.557370515488477+0j),(14.181256658030966+0j),(8.317752485065935+0.024960263486544815j)
154,(2.946780665189768+0j),(10.366755585141108+0j),(7.844208139153018-2.2259802536497237j)
155,(4.452572916428483+0j),(11.483223767162455+0j),(8.323183800504108-0.7856923413759184j)
156,(4.904874105207026+0j),(7.64175828640997+0j),(10.075831176387133+1.2570629547091112j)
157,(11.491858362787866+0j),(11.77334322504044+0j),(14.26146367474219-4.875726323547839j)
158,(10.422970005098207+0j),(12.142919614598956+0j),(11.991052464120761-3.427110945234639j)
159,(8.163297374900761+0j),(6.066874699611669+0j),(12.915069387218336+1.4118849030526683j)
160,(2.8976739156150115+0j),(12.047643672027908+0j),(13.001868841376675-0.20624567996575413j)
161,(11.836436335570928+0j),(9.5831151966735+0j),(10.604047162394117+1.525599930680107j)
162,(12.935883264242003+0j),(9.666880856608078+0j),(10.127424279149562-1.0254592618787628j)
163,(14.289859399529798+0j),(9.50111249266619+0j),(11.787781847412026-0.4429946832614411j)
164,(11.19224214774786+0j),(11.932980275238297+0j),(13.421467511116155-4.522056055597115j)
165,(7.820360511453595+0j),(16.82186571323496+0j),(11.550075890179004-3.0823240805156016j)
166,(8.73863217389136+0j),(11.633488583489294+0j),(10.505272640096374-2.8165918861996615j)
167,(13.160748655883303+0j),(6.978088832238785+0j),(13.532411091036579-1.6873912931100166j)
168,(3.86035704848081+0j),(7.028136389402785+0j),(8.889899119948158+3.422176887643569e-05j)
169,(8.789009339578508+0j),(8.275836444488274+0j),(7.275383246493748-1.4887010476338678j)
170,(3.813801644031169+0j),(12.642551693421398+0j),(10.94200512621173-0.9537465525760589j)
171,(8.555520634481569+0j),(8.588515567815984+0j),(11.597458513400863+0.7666009917674815j)
172,(4.8990353575932115+0j),(8.989814272455368+0j),(13.563979677769604+0.007318750656550188j)
173,(13.472335374240572+0j),(13.289214330466542+0j),(9.523912029120899-2.225460436076384j)
174,(13.633346652547708+0j),(7.024272664692199+0j),(8.68758574488655-4.99783286944876j)
175,(9.990180898350708+0j),(9.488255820876114+0j),(10.785240800266362-1.178543887500905j)
176,(13.915164442672605+0j),(4.771958338531565+0j),(10.679239792540452-5.459104292617203j)
177,(16.498966569894655+0j),(8.891512367951593+0j),(11.895882383047349-6.32838326782833j)
178,(3.6603255137141053+0j),(7.747464386706342+0j),(16.360748010478126+5.2094764566216645j)
179,(11.360500315360513+0j),(9.280679923498495+0j),(8.555782502753928-4.934982992317445j)
180,(14.348282180559217+0j),(4.937779061672526+0j),(12.947798293101128-4.273895490574191j)
181,(8.268547720695535+0j),(9.0290319148896+0j),(6.247712280584601-1.881972753027251j)
182,(14.38045663988824+0j),(33.11726811189809+0j),(21.19137630852651-6.309340281077832j)
183,(3.1096534193564844+0j),(34.37563258501748+0j),(17.46688046389516-1.8528640038580029j)
184,(4.192582143007344+0j),(4.298662280606066+0j),(9.82800099517652-3.070924781481772j)
185,(5.546161346335557+0j),(7.240451088387601+0j),(9.879143528180863-4.459928865190583j)
186,(4.383836426902383+0j),(4.566789943300922+0j),(10.972516228667066-3.0551249488153642j)
187,(12.387133002171847+0j),(10.77815419620781+0j),(11.940576183461207-2.2946910061139847j)
188,(13.381764131727394+0j),(3.920272571205972+0j),(11.388980411819563-2.965291918286694j)
189,(9.41072578482413+0j),(-1.26319175571191+0j),(10.399578920239907-4.862642229323094j)
190,(8.45298329835195+0j),(6.672076327102361+0j),(13.94581508433842-4.215510795591856j)
191,(4.304405338077671+0j),(8.292225628943436+0j),(12.026619889915652-3.1195981831312825j)
192,(-0.7509573629135471+0j),(8.328348443645977+0j),(15.775811514872808-0.7493935460519356j)
193,(6.958950728205749+0j),(5.3272069369223125+0j),(8.464386597298125-3.7339375477535057j)
194,(10.848502851600987+0j),(7.8912633504600125+0j),(11.974002518518468-4.435561084627557j)
195,(10.939788829681932+0j),(6.018986269861457+0j),(11.024540903219403-8.52482344386763j)
196,(3.8558713156446496+0j),(5.612128040756907+0j),(18.240255219343336-3.02500679366452j)
197,(7.014144214521532+0j),(6.977252945196326+0j),(14.04917349242465-0.4374729148827813j)
198,(-3.570635196320254+0j),(3.6680550886853664+0j),(15.168896613952551-0.02929802913924756j)
199,(2.0804886408331322+0j),(2.304954074127286+0j),(11.158445211116387+0.5443950755594484j)
200,(8.012249813761933+0j),(4.218126441004005+0j),(13.66009734425244-1.26304897729352j)
201,(15.431821832741491+0j),(6.950036508564368+0j),(9.012675281667697-5.987986923466836j)
202,(9.48124458426126+0j),(10.707786269923975+0j),(9.590506276673304-1.9999464290041602j)
203,(11.116793294592405+0j),(3.7927641827051617+0j),(9.179299347119287-4.744133891121727j)
204,(13.98480337652748+0j),(8.112349502025095+0j),(10.567813751428442-5.464054063753086j)
205,(2.949375756248942+0j),(9.665463898893808+0j),(18.17201093974194+4.991373648250725j)
206,(10.598979975227618+0j),(8.282027244185503+0j),(10.237131416417496-3.974798865451414j)
207,(13.649939964763483+0j),(5.5161763371554144+0j),(8.922103277244613-4.385484746114416j)
208,(13.965198307724005+0j),(10.442023974769599+0j),(13.18367186097644-2.776941949713616j)
209,(12.340268971970207+0j),(4.011888241901792+0j),(7.957174500121204-3.8235732037164443j)
210,(0.9106639501723588+0j),(14.114869266442753+0j),(7.797963764476468+0.36162027020113874j)
211,(4.72689887389719+0j),(6.735243738416987+0j),(11.485352949174873-3.689951744655918j)
212,(5.647125329269635+0j),(5.759551784781797+0j),(9.202245603983396-3.831829624500016j)
213,(6.074830250514298+0j),(5.09025272812766+0j),(12.513925323813046-3.6039677598818787j)
214,(10.40386008874865+0j),(5.475237838064757+0j),(8.354277661071334-2.81455874567384j)
215,(12.25115729109034+0j),(6.137829056974292+0j),(8.698472342125228-3.487840757637498j)
216,(8.52281055707575+0j),(4.298394153636582+0j),(10.246163565150683-5.1703921066832885j)
217,(6.218919064202726+0j),(6.474595104665453+0j),(12.981536519491181-4.311730760418388j)
218,(4.999627951218291+0j),(8.0612470485522+0j),(14.009020155590978-3.7286621748214266j)
219,(0.11972949793058218+0j),(7.22001204319726+0j),(14.009862939500756-1.6952310322180377j)
220,(4.33644565806506+0j),(7.61259473201151+0j),(10.988984408910756-5.904435694975811j)
221,(9.519119723046314+0j),(7.797139858887656+0j),(10.131309516755215-5.551785589348885j)
222,(7.859682571792159+0j),(7.7866744672292585+0j),(7.059495484456071-5.895319869825164j)
223,(0.6619688980002087+0j),(5.843250351579704+0j),(13.267800509100558-2.5521957035792138j)
224,(0.3178488705775216+0j),(4.785044774743489+0j),(13.217236980538248-3.43246873962999j)
225,(1.8921375807626617+0j),(6.45133699301638+0j),(11.047063990909953-0.4786749538941788j)
226,(3.22171250435784+0j),(7.644543468229991+0j),(11.615112605373659-1.2725623222036022j)
227,(7.792373448679149+0j),(6.169357292097157+0j),(13.169741471841023-2.1163052497657344j)
228,(17.545805893133362+0j),(21.90361370597708+0j),(13.35905185542133+1.1705764056841517j)
229,(24.58036918032661+0j),(22.418104347303345+0j),(7.645980163312917-2.2985666535135394j)
230,(20.065508505084125+0j),(23.483918174413905+0j),(11.139381508789969-3.256294087546774j)
231,(17.60167594784997+0j),(27.057820789822664+0j),(12.035398270474133+0.28778129234135974j)
232,(18.54957372342666+0j),(17.768424319406044+0j),(16.331888322687004-1.2262437485798627j)
233,(27.328798967008495+0j),(17.455401922034802+0j),(7.269553706488508-0.9231244759357096j)
234,(14.152014620863122+0j),(15.846015742942516+0j),(12.602229934953938-1.5223921359360375j)
235,(16.735300386641697+0j),(15.59536098286045+0j),(9.842109563119884-2.7267652418937907j)
236,(22.746204976257403+0j),(18.18361548582285+0j),(4.256507353544629-1.7841908940461644j)
237,(26.196788410833587+0j),(10.838215902012546+0j),(7.757763195430571-1.2511831794625603j)
238,(29.113611743314163+0j),(22.56418334565546+0j),(3.878208092178413+0.6968032957843255j)
239,(27.630905332291288+0j),(25.400539180900275+0j),(14.114582848281074-1.8304898550727442j)
240,(7.539445368019859+0j),(31.939853523629708+0j),(19.247007605248363-5.5688335632473045j)
241,(15.319786713478528+0j),(22.735791387706183+0j),(12.100635292828567-0.5741676339205687j)
242,(23.778913631367935+0j),(17.15702840513441+0j),(13.59259235073019+1.7230076329593884j)
243,(13.245571541513307+0j),(6.012630180644445+0j),(2.511055297892466-2.9868267660513843j)
244,(13.68101074249821+0j),(5.177545488652871+0j),(2.9158012056557188-2.6953289141193557j)
245,(12.514194074429565+0j),(4.907113083789372+0j),(3.3205940131529013-2.7064210642057596j)
246,(14.65210706634329+0j),(5.274230250547684+0j),(3.80479883082256-1.973281461521604j)
247,(21.275444309854652+0j),(9.17269563877468+0j),(6.430592789029464-3.3764442571978623j)
248,(26.351481517402654+0j),(14.474706806484948+0j),(16.640300102377225-21.20832952529748j)
249,(14.156982600045014+0j),(5.25873759970037+0j),(4.173752960136746-3.48363459678763j)
250,(21.135340106009703+0j),(6.950266916774561+0j),(8.280136940551522-4.759918159536104j)
251,(20.264199458052612+0j),(7.713367708079951+0j),(7.74436314184694-4.866686683288827j)
252,(23.18449754176443+0j),(9.69387808364484+0j),(8.987630982628232-3.663943901411226j)
253,(22.138274223577625+0j),(9.005279583306542+0j),(10.114155727913237-5.508088116604914j)
254,(17.334532911176666+0j),(8.099109746601517+0j),(8.068028042478428-5.633514411417146j)
255,(15.617326307879203+0j),(7.800918389026597+0j),(7.939701164924915-6.61057122903182j)
256,(22.29055857389549+0j),(7.511700341437995+0j),(2.6756909953951014-3.7161394923987587j)
257,(20.82478624619279+0j),(6.524136371766227+0j),(5.81799212392046-4.519216732804005j)
258,(21.73662749775078+0j),(10.449913900271051+0j),(7.8752924621291-5.190435702873629j)
259,(17.74719388864256+0j),(12.736770033711172+0j),(6.257807122608712-6.340229750092226j)
260,(20.60160730077215+0j),(11.3243383794472+0j),(7.39409362583476-4.681806987015984j)
261,(21.855515536000564+0j),(10.394369625159632+0j),(9.655535270214914-5.288223889686559j)
262,(20.3197067279843+0j),(16.275618469349777+0j),(10.432479493051712-5.282113148756875j)
263,(16.277796522440966+0j),(12.34981769288169+0j),(8.251473726509463-3.1574038658463164j)
264,(17.09631742237278+0j),(9.325968433699499+0j),(9.185843021699995-3.6791181323314905j)
265,(17.789518718453003+0j),(13.161996857341592+0j),(10.917602319100641-6.401257226152469j)
266,(12.261876471207454+0j),(11.340433082587964+0j),(4.591854437257798-3.4692300232792306j)
267,(16.26552661529499+0j),(11.757883859567+0j),(10.636841432693918-3.0767690140342143j)
268,(17.411256993515114+0j),(12.836433164915734+0j),(7.621143486585171-4.197325774226199j)
269,(19.731346172599963+0j),(12.957132383455347+0j),(5.219429891100621-2.1600343340323502j)
270,(25.714389218501804+0j),(12.53783875227184+0j),(9.561514411493508-1.4044179099904668j)
271,(25.40269393336731+0j),(14.298014314456669+0j),(6.958708222128225-3.1336755497065467j)
272,(13.576483187138704+0j),(5.318373250278382+0j),(3.4607821006045816-3.2130402055010316j)
273,(13.956844572923838+0j),(5.3275091516351445+0j),(2.727325131876625-2.7892524787175765j)
274,(21.70005066191646+0j),(7.048416061791457+0j),(5.063639542199493-3.4940829625313277j)
275,(24.092274527378606+0j),(7.284004308680558+0j),(5.337184755104192-4.060527740984223j)
276,(23.23507303052731+0j),(7.860007617020824+0j),(5.220304495804945-3.7385879489884566j)
277,(20.443408736372508+0j),(9.035303166125109+0j),(6.621929093134697-4.420420446165894j)
278,(21.275444309854652+0j),(9.17269563877468+0j),(6.430592789029464-3.3764442571978623j)
279,(14.188744002438593+0j),(5.4296085174731505+0j),(3.1992052394360218-3.2157614683142994j)
280,(22.532546570651885+0j),(11.89981193020444+0j),(9.13526842214913-4.078905092223255j)
281,(21.31433269679958+0j),(6.951771297774554+0j),(8.364953807653595-4.674410577836103j)
282,(17.835959715920083+0j),(8.229748358991976+0j),(8.161414443797547-5.813447954779813j)
283,(18.495059315526508+0j),(12.253862251123994+0j),(7.819309379272667-5.4785416839624315j)
284,(23.14911465415353+0j),(9.599746326567963+0j),(9.486854551692046-5.059278220178053j)
285,(22.548055948100146+0j),(11.338548959720166+0j),(8.514079349977209-4.869890715264983j)
286,(21.878851985472714+0j),(11.988047932068449+0j),(7.706412881752294-4.391777527441235j)
287,(25.729912153014048+0j),(12.308774089574674+0j),(2.6058277425427128-1.3820886047018806j)
288,(21.520293211422562+0j),(10.357095344042738+0j),(5.140133707907166-5.50020054625352j)
289,(23.887749055184678+0j),(10.302171519072967+0j),(9.237167680929497-4.149632236114164j)
290,(23.807277528453987+0j),(9.681850255840605+0j),(6.884104595019336-4.479084987896498j)
291,(22.572454068027746+0j),(10.222125677441165+0j),(6.31761246743065-3.7834431704959526j)
292,(24.668401287680418+0j),(12.130592365139254+0j),(8.397442786901854-4.136120068022247j)
293,(23.095781693762508+0j),(12.41707848926983+0j),(7.065346795498553-4.621477978609821j)
294,(22.21957807626967+0j),(13.866761822170975+0j),(7.88850801432641-4.62884572555795j)
295,(23.48757397549218+0j),(13.706351448286986+0j),(9.018238629436356-4.462240495124572j)
296,(22.47137667955814+0j),(14.177896566833487+0j),(9.45545957171135-3.3399103039710436j)
297,(23.621870580146428+0j),(12.64169907991748+0j),(7.648310043322426-2.8094308999104634j)
298,(21.38383676281667+0j),(13.00632648473045+0j),(3.8254293323936928-2.6230475925789603j)
299,(23.204309806482122+0j),(14.15360986521843+0j),(4.684655123785493-2.3831663282673032j)
300,(22.364889955787053+0j),(17.982122239897848+0j),(5.300419627204713-3.364211904409998j)
301,(13.742538465602884+0j),(5.2489881524198925+0j),(3.3082729043765577-3.1297375902843423j)
302,(13.91249505243539+0j),(5.3187231636228285+0j),(2.52629970791254-2.7023352414510184j)
303,(13.775084847438967+0j),(5.562148327395432+0j),(2.7100551284384875-2.560170935606945j)
